serial_id
1316170
1560386
1757461
1870261
2032352
2092836
2195192
2409201
2412278
2450373
2457887
2514379
2520648
2529505
2577512
2622097
2623580
2624717
2650142
2659361
2673052
2685813
2686568
2694958
2697176
2698032
2709025
2730167
2744821
2752837
2774429
2787670
2791251
2800758
2819915
2844168
3680484
3680722
3680885
3680928
3680934
3680974
3681031
3681097
3681111
3681139
3681151
3681215
3681223
3681236
3681252
3681293
3681400
3681420
3681426
3681449
3681456
3681481
3681544
3681573
3681723
3681762
3681826
3681929
3681942
3681949
3682139
3682153
3682155
3682226
3682254
3682323
3682329
3682387
3682424
3682442
3682451
3682476
3682542
3682568
3682591
3682611
3682778
3682827
3682854
3682904
3682907
3682924
3682935
3682941
3682986
3683017
3683099
3683176
3683240
3683251
3683315
3683346
3683562
3683736
3683757
3683766
3683912
3684002
3684006
3684073
3684128
3684167
3684254
3684391
3684424
3684463
3684509
3684524
3684533
3684647
3684662
3684670
3684759
3684962
3685303
3685348
3685366
3685409
3685427
3685552
3685589
3685597
3685605
3685668
3685693
3685775
3685796
3685894
3685950
3686000
3686086
3686140
3686269
3686399
3686473
3686542
3686686
3686944
3686947
3687060
3687074
3687079
3687096
3687158
3687216
3687251
3687298
3687344
3687355
3687461
3687464
3687635
3687728
3687766
3687780
3688102
3688126
3688155
3688187
3688401
3688525
3688640
3688679
3688709
3805907
3805992
3806167
3806299
3806360
3806367
3806442
3806465
3806539
3806604
3806689
3806705
3806742
3806988
3807005
3807072
3807120
3807152
3807219
3807246
3807272
3807367
3807407
3807444
3807550
3807588
3807713
3807766
3807777
3807780
3807924
3808021
3808079
3808139
3808216
3808270
3808363
3808485
3808507
3808533
3808547
3808617
3808669
3808705
3808719
3808781
3808807
3808813
3808878
3808919
3808927
3808996
3809019
3809028
3809297
3809432
3809497
3809731
3809774
3809826
3809863
3809936
3809980
3810149
3810157
3810190
3810264
3810269
3810343
3810350
3810385
3810440
3810450
3810478
3810527
3810635
3810639
3810721
3810786
3810824
3810872
3810899
3811161
3811334
3811376
3811521
3811586
3811596
3811614
3811650
3811674
3811707
3811950
3812061
3812216
3812269
3812297
3812399
3812404
3812567
3812697
3812702
3812709
3812800
3813313
3813529
3813552
3813786
3813873
3814007
3814021
3814077
3814081
3814240
3814352
3814668
3814742
3814787
3814920
3814963
3815130
3815364
3815434
3815442
3815536
3815613
3815642
3815670
3815742
3815854
3816081
3816106
3816272
3816277
3816285
3816385
3816443
3816447
3816485
3816655
3816730
3816769
3816803
3816845
3816907
3816937
3816991
3816998
3817108
3817130
3817136
3817175
3817245
3817252
3817387
3817423
3817471
3817495
3817537
3817623
3817695
3817728
3817786
3817820
3817821
3817832
3817843
3817854
3817877
3817940
3817994
3818016
3818103
3818104
3818122
3818589
3818722
3818881
3818902
3819004
3819135
3819234
3819237
3819281
3819299
3819364
3819399
3819508
3819606
3819657
3819661
3819687
3819749
3819761
3819784
3819788
3819831
3820013
3820020
3820056
3820137
3820162
3820177
3820248
3820271
3820357
3820488
3820536
3820588
3820682
3820693
3820842
3820851
3820892
3820906
3820910
3821014
3821193
3821228
3821350
3821378
3821786
3821868
3821872
3821963
3821995
3822043
3822195
3822223
3822315
3822331
3822452
3822535
3822752
3822851
3822937
3822956
3823040
3823050
3823054
3823092
3823197
3823441
3823489
3823517
3823595
3823667
3823668
3823707
3823721
3823740
3824028
3824302
3824397
3824479
3824552
3824659
3824968
3825209
3825236
3825239
3825358
3825400
3825517
3825599
3825664
3825695
3825757
3825916
3826020
3826214
3826241
3826258
3826262
3826349
3826398
3826405
3826452
3826730
3826785
3826826
3826889
3826894
3826971
3827104
3827242
3827323
3827352
3827595
3827811
3827830
3827940
3828099
3828111
3828261
3828287
3828341
3828343
3828363
3828368
3828401
3828436
3828576
3828751
3828941
3828966
3829296
3829554
3829576
3829620
3829763
3829772
3829867
3829876
3829878
3829922
3829962
3830000
3830098
3830210
3830229
3830439
3830461
3830610
3830655
3830707
3830741
3831081
3831139
3831359
3831511
3831567
3831785
3831927
3831929
3832073
3832116
3832200
3832227
3832280
3832312
3832320
3832360
3832405
3832416
3832593
3832595
3832629
3832644
3832681
3832732
3832957
3832975
3833135
3833166
3833177
3833196
3833198
3833301
3833714
3833777
3833793
3833895
3833915
3833937
3833986
3834073
3834091
3834145
3834147
3834427
3834631
3834635
3834757
3834808
3834971
3835160
3835252
3835279
3835378
3835444
3835591
3835703
3835726
3835753
3835857
3835911
3835969
3835983
3836352
3836614
3836789
3837164
3837668
3837684
3837733
3837759
3837765
3837769
3837836
3838064
3838160
3838164
3838165
3838202
3838292
3838342
3838386
3838496
3838576
3838643
3838664
3838685
3838846
3839114
3839155
3839164
3839193
3839315
3839358
3839377
3839493
3839558
3839570
3840001
3840086
3840196
3840207
3840222
3840306
3840319
3840361
3840407
3840432
3840472
3840529
3840578
3840631
3840660
3840751
3840835
3840878
3840993
3841043
3841098
3841162
3841192
3841402
3841440
3841455
3841486
3841544
3841751
3841827
3841914
3841922
3841949
3842050
3842089
3842164
3842318
3842547
3842613
3842664
3842743
3842838
3843272
3843324
3843356
3843524
3843557
3843561
3843563
3843565
3843693
3843730
3843782
3843822
3844007
3844052
3844058
3844125
3844497
3844681
3844700
3844702
3844896
3844944
3845012
3845180
3845215
3845382
3845438
3845565
3845727
3845797
3845996
3846057
3846436
3846468
3846635
3846701
3846959
3846964
3846988
3847034
3847061
3847089
3847323
3847427
3847601
3847722
3847787
3847887
3847950
3848062
3848407
3848484
3848613
3848614
3848688
3848755
3848820
3848834
3848902
3849002
3849134
3849348
3849451
3849465
3849791
3849941
3850037
3850045
3850135
3850273
3850631
3850717
3851249
3851558
3851575
3851613
3851718
3851753
3852003
3852137
3852230
3852476
3852601
3852788
3852893
3852933
3852994
3853127
3853141
3853179
3853273
3853809
